checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_rate,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,default
No checking account,48,Delay in past,Radio/TV,12749,500 - 1000 DM,4 - 7 years,4,Male : Single,None,1,Car or other,37,None,Own,1,Management / Highly qualified,1,Yes,Yes,0
< 0 DM,9,Existing paid,Radio/TV,1366,< 100 DM,< 1 year,3,Female : Divorced/Separated/Married,None,4,Building society savings / Life insurance,22,None,Rent,1,Skilled employee,1,No,Yes,1
0 - 200 DM,12,Existing paid,Car (new),2002,< 100 DM,4 - 7 years,3,Male : Single,None,4,Building society savings / Life insurance,30,None,Rent,1,Skilled employee,2,Yes,Yes,0
< 0 DM,24,All paid this bank,Furniture/Equipment,6872,< 100 DM,< 1 year,2,Male : Divorced/Separated,None,1,Building society savings / Life insurance,55,Bank,Own,1,Skilled employee,1,Yes,Yes,1
< 0 DM,12,All paid this bank,Car (new),697,< 100 DM,< 1 year,4,Male : Single,None,2,Car or other,46,Bank,Own,2,Skilled employee,1,Yes,Yes,1
< 0 DM,18,Critical account,Furniture/Equipment,1049,< 100 DM,< 1 year,4,Female : Divorced/Separated/Married,None,4,Building society savings / Life insurance,21,None,Rent,1,Skilled employee,1,No,Yes,0
< 0 DM,48,Existing paid,Car (used),10297,< 100 DM,4 - 7 years,4,Male : Single,None,4,Unknown / No property,39,Stores,Free,3,Skilled employee,2,Yes,Yes,1
No checking account,30,Existing paid,Radio/TV,1867,Unknown / No savings,>= 7 years,4,Male : Single,None,4,Car or other,58,None,Own,1,Skilled employee,1,Yes,Yes,0
< 0 DM,12,Delay in past,Car (new),1344,< 100 DM,1 - 4 years,4,Male : Single,None,2,Real estate,43,None,Own,2,Unskilled - resident,2,No,Yes,0
< 0 DM,24,Existing paid,Furniture/Equipment,1747,< 100 DM,< 1 year,4,Male : Single,Co-applicant,1,Building society savings / Life insurance,24,None,Own,1,Unskilled - resident,1,No,No,0
0 - 200 DM,9,Existing paid,Radio/TV,1670,< 100 DM,< 1 year,4,Female : Divorced/Separated/Married,None,2,Car or other,22,None,Own,1,Skilled employee,1,Yes,Yes,1
No checking account,9,Critical account,Car (new),1224,< 100 DM,1 - 4 years,3,Male : Single,None,1,Real estate,30,None,Own,2,Skilled employee,1,No,Yes,0
No checking account,12,Critical account,Radio/TV,522,500 - 1000 DM,>= 7 years,4,Male : Single,None,4,Building society savings / Life insurance,42,None,Own,2,Skilled employee,2,Yes,Yes,0
< 0 DM,12,Existing paid,Radio/TV,1498,< 100 DM,1 - 4 years,4,Female : Divorced/Separated/Married,None,1,Car or other,23,Bank,Own,1,Skilled employee,1,No,Yes,0
0 - 200 DM,30,Delay in past,Radio/TV,1919,100 - 500 DM,< 1 year,4,Male : Single,None,3,Unknown / No property,30,Stores,Own,2,Management / Highly qualified,1,No,Yes,1
>= 200 DM,9,Existing paid,Radio/TV,745,< 100 DM,1 - 4 years,3,Female : Divorced/Separated/Married,None,2,Real estate,28,None,Own,1,Unskilled - resident,1,No,Yes,1
0 - 200 DM,6,Existing paid,Radio/TV,2063,< 100 DM,< 1 year,4,Male : Married/Widowed,None,3,Car or other,30,None,Rent,1,Management / Highly qualified,1,Yes,Yes,0
0 - 200 DM,60,Existing paid,Education,6288,< 100 DM,1 - 4 years,4,Male : Single,None,4,Unknown / No property,42,None,Free,1,Skilled employee,1,No,Yes,1
No checking account,24,Critical account,Car (used),6842,Unknown / No savings,1 - 4 years,2,Male : Single,None,4,Building society savings / Life insurance,46,None,Own,2,Management / Highly qualified,2,Yes,Yes,0
No checking account,12,Existing paid,Car (new),3527,Unknown / No savings,< 1 year,2,Male : Single,None,3,Building society savings / Life insurance,45,None,Own,1,Management / Highly qualified,2,Yes,Yes,0
No checking account,10,Existing paid,Car (new),1546,< 100 DM,1 - 4 years,3,Male : Single,None,2,Real estate,31,None,Own,1,Unskilled - resident,2,No,No,0
No checking account,24,Existing paid,Furniture/Equipment,929,Unknown / No savings,4 - 7 years,4,Male : Single,None,2,Car or other,31,Stores,Own,1,Skilled employee,1,Yes,Yes,0
No checking account,4,Critical account,Car (new),1455,< 100 DM,4 - 7 years,2,Male : Single,None,1,Real estate,42,None,Own,3,Unskilled - resident,2,No,Yes,0
< 0 DM,15,Existing paid,Furniture/Equipment,1845,< 100 DM,< 1 year,4,Female : Divorced/Separated/Married,Guarantor,1,Building society savings / Life insurance,46,None,Rent,1,Skilled employee,1,No,Yes,0
0 - 200 DM,48,No credits / All paid,Car (new),8358,500 - 1000 DM,< 1 year,1,Female : Divorced/Separated/Married,None,1,Car or other,30,None,Own,2,Skilled employee,1,No,Yes,0
< 0 DM,24,All paid this bank,Furniture/Equipment,3349,500 - 1000 DM,< 1 year,4,Male : Single,None,4,Unknown / No property,30,None,Free,1,Skilled employee,2,Yes,Yes,1
No checking account,12,Existing paid,Car (new),2859,Unknown / No savings,Unemployed,4,Male : Single,None,4,Unknown / No property,38,None,Own,1,Management / Highly qualified,1,Yes,Yes,0
No checking account,18,Existing paid,Furniture/Equipment,1533,< 100 DM,< 1 year,4,Male : Married/Widowed,Co-applicant,1,Building society savings / Life insurance,43,None,Own,1,Unskilled - resident,2,No,Yes,1
No checking account,24,Existing paid,Radio/TV,3621,100 - 500 DM,>= 7 years,2,Male : Single,None,4,Car or other,31,None,Own,2,Skilled employee,1,No,Yes,1
0 - 200 DM,18,Critical account,Business,3590,< 100 DM,Unemployed,3,Male : Married/Widowed,None,3,Car or other,40,None,Own,3,Unemployed / Unskilled - non-resident,2,Yes,Yes,0
< 0 DM,36,Delay in past,Business,2145,< 100 DM,4 - 7 years,2,Male : Single,None,1,Car or other,24,None,Own,2,Skilled employee,1,Yes,Yes,1
0 - 200 DM,24,Existing paid,Car (used),4113,500 - 1000 DM,< 1 year,3,Female : Divorced/Separated/Married,None,4,Car or other,28,None,Rent,1,Skilled employee,1,No,Yes,1
No checking account,36,Existing paid,Furniture/Equipment,10974,< 100 DM,Unemployed,4,Female : Divorced/Separated/Married,None,2,Car or other,26,None,Own,2,Management / Highly qualified,1,Yes,Yes,1
< 0 DM,12,Existing paid,Car (new),1893,< 100 DM,1 - 4 years,4,Female : Divorced/Separated/Married,Guarantor,4,Building society savings / Life insurance,29,None,Own,1,Skilled employee,1,Yes,Yes,0
< 0 DM,24,Critical account,Radio/TV,1231,>= 1000 DM,>= 7 years,4,Female : Divorced/Separated/Married,None,4,Building society savings / Life insurance,57,None,Rent,2,Management / Highly qualified,1,Yes,Yes,0
>= 200 DM,30,Critical account,Radio/TV,3656,Unknown / No savings,>= 7 years,4,Male : Single,None,4,Building society savings / Life insurance,49,Stores,Own,2,Unskilled - resident,1,No,Yes,0
0 - 200 DM,9,Critical account,Radio/TV,1154,< 100 DM,>= 7 years,2,Male : Single,None,4,Real estate,37,None,Own,3,Unskilled - resident,1,No,Yes,0
< 0 DM,28,Existing paid,Car (new),4006,< 100 DM,1 - 4 years,3,Male : Single,None,2,Car or other,45,None,Own,1,Unskilled - resident,1,No,Yes,1
0 - 200 DM,24,Existing paid,Furniture/Equipment,3069,100 - 500 DM,>= 7 years,4,Male : Single,None,4,Unknown / No property,30,None,Free,1,Skilled employee,1,No,Yes,0
No checking account,6,Critical account,Radio/TV,1740,< 100 DM,>= 7 years,2,Male : Married/Widowed,None,2,Real estate,30,None,Rent,2,Skilled employee,1,No,Yes,0
0 - 200 DM,21,Delay in past,Car (new),2353,< 100 DM,1 - 4 years,1,Male : Divorced/Separated,None,4,Building society savings / Life insurance,47,None,Own,2,Skilled employee,1,No,Yes,0
No checking account,15,Existing paid,Car (new),3556,Unknown / No savings,1 - 4 years,3,Male : Single,None,2,Unknown / No property,29,None,Own,1,Skilled employee,1,No,Yes,0
No checking account,24,Existing paid,Radio/TV,2397,500 - 1000 DM,>= 7 years,3,Male : Single,None,2,Car or other,35,Bank,Own,2,Skilled employee,1,Yes,Yes,1
0 - 200 DM,6,Existing paid,Repairs,454,< 100 DM,< 1 year,3,Male : Married/Widowed,None,1,Building society savings / Life insurance,22,None,Own,1,Unskilled - resident,1,No,Yes,0
0 - 200 DM,30,Existing paid,Radio/TV,1715,Unknown / No savings,1 - 4 years,4,Female : Divorced/Separated/Married,None,1,Car or other,26,None,Own,1,Skilled employee,1,No,Yes,0
0 - 200 DM,27,Critical account,Radio/TV,2520,500 - 1000 DM,1 - 4 years,4,Male : Single,None,2,Building society savings / Life insurance,23,None,Own,2,Unskilled - resident,1,No,Yes,1
No checking account,15,Existing paid,Radio/TV,3568,< 100 DM,>= 7 years,4,Female : Divorced/Separated/Married,None,2,Car or other,54,Bank,Rent,1,Management / Highly qualified,1,Yes,Yes,0
No checking account,42,Existing paid,Radio/TV,7166,Unknown / No savings,4 - 7 years,2,Male : Married/Widowed,None,4,Building society savings / Life insurance,29,None,Rent,1,Skilled employee,1,Yes,Yes,0
< 0 DM,11,Critical account,Car (new),3939,< 100 DM,1 - 4 years,1,Male : Single,None,2,Real estate,40,None,Own,2,Unskilled - resident,2,No,Yes,0
0 - 200 DM,15,Existing paid,Repairs,1514,100 - 500 DM,1 - 4 years,4,Male : Single,Guarantor,2,Real estate,22,None,Own,1,Skilled employee,1,No,Yes,0
No checking account,24,Existing paid,Car (new),7393,< 100 DM,1 - 4 years,1,Male : Single,None,4,Building society savings / Life insurance,43,None,Own,1,Unskilled - resident,2,No,Yes,0
< 0 DM,24,All paid this bank,Car (new),1193,< 100 DM,Unemployed,1,Female : Divorced/Separated/Married,Co-applicant,4,Unknown / No property,29,None,Rent,2,Unemployed / Unskilled - non-resident,1,No,Yes,1
< 0 DM,60,Existing paid,Business,7297,< 100 DM,>= 7 years,4,Male : Single,Co-applicant,4,Unknown / No property,36,None,Rent,1,Skilled employee,1,No,Yes,1
No checking account,30,Critical account,Radio/TV,2831,< 100 DM,1 - 4 years,4,Female : Divorced/Separated/Married,None,2,Car or other,33,None,Own,1,Skilled employee,1,Yes,Yes,0
>= 200 DM,24,Existing paid,Radio/TV,1258,500 - 1000 DM,1 - 4 years,3,Female : Divorced/Separated/Married,None,3,Car or other,57,None,Own,1,Unskilled - resident,1,No,Yes,0
0 - 200 DM,6,Existing paid,Radio/TV,753,< 100 DM,1 - 4 years,2,Female : Divorced/Separated/Married,Guarantor,3,Real estate,64,None,Own,1,Skilled employee,1,No,Yes,0
0 - 200 DM,18,Delay in past,Business,2427,Unknown / No savings,>= 7 years,4,Male : Single,None,2,Building society savings / Life insurance,42,None,Own,2,Skilled employee,1,No,Yes,0
No checking account,24,Delay in past,Car (new),2538,< 100 DM,>= 7 years,4,Male : Single,None,4,Car or other,47,None,Own,2,Unskilled - resident,2,No,Yes,1
0 - 200 DM,15,All paid this bank,Car (new),1264,100 - 500 DM,1 - 4 years,2,Male : Married/Widowed,None,2,Building society savings / Life insurance,25,None,Rent,1,Skilled employee,1,No,Yes,1
0 - 200 DM,30,Critical account,Furniture/Equipment,8386,< 100 DM,4 - 7 years,2,Male : Single,None,2,Building society savings / Life insurance,49,None,Own,1,Skilled employee,1,No,Yes,1
No checking account,48,Existing paid,Business,4844,< 100 DM,Unemployed,3,Male : Single,None,2,Car or other,33,Bank,Rent,1,Management / Highly qualified,1,Yes,Yes,1
>= 200 DM,21,Existing paid,Car (new),2923,100 - 500 DM,1 - 4 years,1,Female : Divorced/Separated/Married,None,1,Car or other,28,Bank,Own,1,Management / Highly qualified,1,Yes,Yes,0
< 0 DM,36,Existing paid,Car (used),8229,< 100 DM,1 - 4 years,2,Male : Single,None,2,Building society savings / Life insurance,26,None,Own,1,Skilled employee,2,No,Yes,1
No checking account,24,Critical account,Furniture/Equipment,2028,< 100 DM,4 - 7 years,2,Male : Single,None,2,Building society savings / Life insurance,30,None,Own,2,Unskilled - resident,1,No,Yes,0
< 0 DM,15,Critical account,Furniture/Equipment,1433,< 100 DM,1 - 4 years,4,Female : Divorced/Separated/Married,None,3,Building society savings / Life insurance,25,None,Rent,2,Skilled employee,1,No,Yes,0
>= 200 DM,42,No credits / All paid,Business,6289,< 100 DM,< 1 year,2,Male : Divorced/Separated,None,1,Building society savings / Life insurance,33,None,Own,2,Skilled employee,1,No,Yes,0
No checking account,13,Existing paid,Radio/TV,1409,100 - 500 DM,Unemployed,2,Female : Divorced/Separated/Married,None,4,Real estate,64,None,Own,1,Skilled employee,1,No,Yes,0
< 0 DM,24,Existing paid,Car (used),6579,< 100 DM,Unemployed,4,Male : Single,None,2,Unknown / No property,29,None,Free,1,Management / Highly qualified,1,Yes,Yes,0
0 - 200 DM,24,Critical account,Radio/TV,1743,< 100 DM,>= 7 years,4,Male : Single,None,2,Building society savings / Life insurance,48,None,Own,2,Unskilled - resident,1,No,Yes,0
No checking account,12,Critical account,Education,3565,Unknown / No savings,< 1 year,2,Male : Single,None,1,Building society savings / Life insurance,37,None,Own,2,Unskilled - resident,2,No,Yes,0
No checking account,15,All paid this bank,Radio/TV,1569,100 - 500 DM,>= 7 years,4,Male : Single,None,4,Car or other,34,Bank,Own,1,Unskilled - resident,2,No,Yes,0
< 0 DM,18,Existing paid,Radio/TV,1936,Unknown / No savings,4 - 7 years,2,Male : Married/Widowed,None,4,Car or other,23,None,Rent,2,Unskilled - resident,1,No,Yes,0
< 0 DM,36,Existing paid,Furniture/Equipment,3959,< 100 DM,Unemployed,4,Male : Single,None,3,Building society savings / Life insurance,30,None,Own,1,Management / Highly qualified,1,Yes,Yes,0
No checking account,12,Existing paid,Car (new),2390,Unknown / No savings,>= 7 years,4,Male : Single,None,3,Car or other,50,None,Own,1,Skilled employee,1,Yes,Yes,0
No checking account,12,Existing paid,Furniture/Equipment,1736,< 100 DM,4 - 7 years,3,Female : Divorced/Separated/Married,None,4,Real estate,31,None,Own,1,Unskilled - resident,1,No,Yes,0
< 0 DM,30,Existing paid,Car (used),3857,< 100 DM,1 - 4 years,4,Male : Divorced/Separated,None,4,Building society savings / Life insurance,40,None,Own,1,Management / Highly qualified,1,Yes,Yes,0
No checking account,12,Existing paid,Radio/TV,804,< 100 DM,>= 7 years,4,Male : Single,None,4,Car or other,38,None,Own,1,Skilled employee,1,No,Yes,0
< 0 DM,45,Existing paid,Radio/TV,1845,< 100 DM,1 - 4 years,4,Male : Single,None,4,Unknown / No property,23,None,Free,1,Skilled employee,1,Yes,Yes,1
0 - 200 DM,45,Critical account,Car (used),4576,100 - 500 DM,Unemployed,3,Male : Single,None,4,Car or other,27,None,Own,1,Skilled employee,1,No,Yes,0
